,sentence,slot,intent,label
9259,play goa music on google music,O B-genre O O B-service I-service,PlayMusic,3
9260,add geminism to power workout list,O B-entity_name O B-playlist I-playlist O,AddToPlaylist,0
9261,when will hard time romance be showing at the cinema,O O B-movie_name I-movie_name I-movie_name O O O O B-object_location_type,SearchScreeningEvent,6
9262,add venedig im regen to this is maxwell,O B-entity_name I-entity_name I-entity_name O B-playlist I-playlist I-playlist,AddToPlaylist,0
9263,weather in tioga colorado,O O B-city B-state,GetWeather,2
9264,will you play a ballad from mahalaxmi iyer,O O O O B-music_item O B-artist I-artist,PlayMusic,3
9265,find me the soundtrack called enter the chicken,O O O B-object_type O B-object_name I-object_name I-object_name,SearchCreativeWork,5
9266,what s the weather like today in plankinton,O O O O O B-timeRange O B-city,GetWeather,2
9267,what movies are showing at the showcase cinemas,O B-movie_type O O O O B-location_name I-location_name,SearchScreeningEvent,6
9268,rate this textbook 5 points out of 6,O B-object_select B-object_type B-rating_value B-rating_unit O O B-best_rating,RateBook,4
9269,what time is bhoomi geetha playing at the movie theatre,O O O B-movie_name I-movie_name O O O B-object_location_type I-object_location_type,SearchScreeningEvent,6
9270,rate to your scattered bodies go a 1 out of 6,O B-object_name I-object_name I-object_name I-object_name I-object_name O B-rating_value O O B-best_rating,RateBook,4
9271,show me a photograph called the daily slovak news,O O O B-object_type O B-object_name I-object_name I-object_name I-object_name,SearchCreativeWork,5
9272,put frank portman in my playlist good music,O B-artist I-artist O B-playlist_owner O B-playlist I-playlist,AddToPlaylist,0
9273,in apr i d like to eat at a pub manack montana with 4 people,O B-timeRange O O O O O O O B-restaurant_type B-city B-state O B-party_size_number O,BookRestaurant,1
9274,i d like to eat with a party of 8 in hitchita or,O O O O O O O O O B-party_size_number O B-city B-state,BookRestaurant,1
9275,can you find my island home tv series,O O O B-object_name I-object_name I-object_name B-object_type I-object_type,SearchCreativeWork,5
9276,play a popular gurdas maan track,O O B-sort B-artist I-artist B-music_item,PlayMusic,3
9277,give me the showtimes for animated movies at the nearest cinema,O O O O O B-movie_type I-movie_type O O B-spatial_relation B-object_location_type,SearchScreeningEvent,6
9278,find wish you were here,O B-object_name I-object_name I-object_name I-object_name,SearchCreativeWork,5
9279,add back at the velvet lounge to my cleaning playlist,O B-entity_name I-entity_name I-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist O,AddToPlaylist,0
9280,show movie schedules at amc theaters,O B-object_type I-object_type O B-location_name I-location_name,SearchScreeningEvent,6
9281,i d like a bar with hawaiian food in nd,O O O O B-restaurant_type O B-cuisine O O B-state,BookRestaurant,1
9282,find nearby films with movie schedules,O B-spatial_relation B-movie_type O B-object_type I-object_type,SearchScreeningEvent,6
9283,give zero points to high profile,O B-rating_value B-rating_unit O B-object_name I-object_name,RateBook,4
9284,play my electro sur playlist,O O B-playlist I-playlist O,PlayMusic,3
9285,play any song from 2001,O O B-music_item O B-year,PlayMusic,3
9286,add ian north to my autumn lounge playlist,O B-artist I-artist O B-playlist_owner B-playlist I-playlist O,AddToPlaylist,0
9287,rate this essay 2 points,O B-object_select B-object_type B-rating_value B-rating_unit,RateBook,4
9288,i need a table for 4 at the brass rail,O O O O O B-party_size_number O B-restaurant_name I-restaurant_name I-restaurant_name,BookRestaurant,1
9289,give memoirs of a fox-hunting man a rating of 4 out of 6,O B-object_name I-object_name I-object_name I-object_name I-object_name O O O B-rating_value O O B-best_rating,RateBook,4
9290,what is the nearest cinema playing patiala house,O O O B-spatial_relation B-object_location_type O B-movie_name I-movie_name,SearchScreeningEvent,6
9291,can i hear a symphony from the seventies on youtube,O O O O B-music_item O O B-year O B-service,PlayMusic,3
9292,when is city of angels playing,O O B-object_name I-object_name I-object_name O,SearchCreativeWork,5
9293,book a reservation for a top-rated lebanese fast food place,O O O O O B-sort B-cuisine B-restaurant_type I-restaurant_type O,BookRestaurant,1
9294,i would rate this current essay a 0,O O O O B-object_select B-object_type O B-rating_value,RateBook,4
9295,what is the weather forecast for june the third in rileyville co,O O O O O O B-timeRange I-timeRange I-timeRange O B-city B-state,GetWeather,2
9296,rate this album a 3,O B-object_select B-object_type O B-rating_value,RateBook,4
9297,will it be hotter in my current place in six weeks from now,O O O B-condition_temperature O O B-current_location I-current_location O B-timeRange I-timeRange I-timeRange I-timeRange,GetWeather,2
9298,i d like to watch mission to mir,O O O O O B-movie_name I-movie_name I-movie_name,SearchScreeningEvent,6
9299,fine a movie called right here right now,O O B-object_type O B-object_name I-object_name I-object_name I-object_name,SearchCreativeWork,5
9300,what is the forecasted weather for ninaview,O O O O O O B-city,GetWeather,2
9301,can you find me the game super scription of data,O O O O O B-object_type B-object_name I-object_name I-object_name I-object_name,SearchCreativeWork,5
9302,is the matinee idol 06:30 cinema sold out,O B-movie_name I-movie_name I-movie_name B-timeRange B-object_location_type O O,SearchScreeningEvent,6
9303,rate seeing with the eyes of love 5 points,O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value B-rating_unit,RateBook,4
9304,put ron grainer on my disco fever playlist,O B-artist I-artist O B-playlist_owner B-playlist I-playlist O,AddToPlaylist,0
9305,what will the weather be in bayside on sep 21 2034,O O O O O O B-city O B-timeRange I-timeRange I-timeRange,GetWeather,2
9306,find the nearest movie theatre that plays sea racketeers,O O B-spatial_relation B-object_location_type I-object_location_type O O B-movie_name I-movie_name,SearchScreeningEvent,6
9307,please give me information on when prisoner of zenda will be shown,O O O O O O B-movie_name I-movie_name I-movie_name O O O,SearchScreeningEvent,6
9308,what s the weather like in serbia,O O O O O O B-country,GetWeather,2
9309,please look up the television show noel hill & tony linnane,O O O O B-object_type I-object_type B-object_name I-object_name I-object_name I-object_name I-object_name,SearchCreativeWork,5
9310,give the current book four stars,O O B-object_select B-object_type B-rating_value B-rating_unit,RateBook,4
9311,give me slovakia s weather forecast for eight am,O O B-country O O O O B-timeRange I-timeRange,GetWeather,2
9312,rate this novel three out of 6 stars,O B-object_select B-object_type B-rating_value O O B-best_rating B-rating_unit,RateBook,4
9313,what are the movie times,O O O B-object_type I-object_type,SearchScreeningEvent,6
9314,i want a table for four for 2 years from now,O O O O O B-party_size_number O B-timeRange I-timeRange I-timeRange I-timeRange,BookRestaurant,1
9315,can you play me a track from the nineties,O O O O O B-music_item O O B-year,PlayMusic,3
9316,add tune to my relax & unwind playlist,O B-music_item O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist,0
9317,put johnny wakelin on my té para tres lis,O B-artist I-artist O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist,0
9318,i want to listen to lastfm play a drop of the hard stuff by joi chua,O O O O O B-service O B-album I-album I-album I-album I-album I-album O B-artist I-artist,PlayMusic,3
9319,i d give the mandaean book of john 4 points,O O O O B-object_name I-object_name I-object_name I-object_name B-rating_value B-rating_unit,RateBook,4
9320,book a restaurant 2 months from now for seven people in new caledonia,O O B-restaurant_type B-timeRange I-timeRange I-timeRange I-timeRange O B-party_size_number O O B-country I-country,BookRestaurant,1
9321,rate the current essay four out of 6,O O B-object_select B-object_type B-rating_value O O B-best_rating,RateBook,4
9322,rate this saga two out of 6 points,O B-object_select B-object_part_of_series_type B-rating_value O O B-best_rating B-rating_unit,RateBook,4
9323,rate the current textbook 3 out of 6,O O B-object_select B-object_type B-rating_value O O B-best_rating,RateBook,4
9324,will it be warm in jenners panama on august the sixteenth,O O O B-condition_temperature O B-city B-country O B-timeRange I-timeRange I-timeRange,GetWeather,2
9325,show me the movie sonic triple trouble,O O O B-object_type B-object_name I-object_name I-object_name,SearchCreativeWork,5
9326,add the track by apostolos nikolaidis to the this is luis fonsi playlist,O O B-music_item O B-artist I-artist O O B-playlist I-playlist I-playlist I-playlist O,AddToPlaylist,0
9327,what is the schedule for the fox and the child in cinema,O O O B-object_type O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O B-object_location_type,SearchScreeningEvent,6
9328,i need a dinner reservation in three months for a restaurant in hills and dales,O O O O O B-timeRange I-timeRange I-timeRange O O B-restaurant_type O B-city I-city I-city,BookRestaurant,1
9329,rate the text book new finnish grammar a four out of 6,O O O B-object_type B-object_name I-object_name I-object_name O B-rating_value O O B-best_rating,RateBook,4
9330,book a highly rated place for my momy and i for mughlai food at a restaurant,O O B-sort I-sort O O B-party_size_description I-party_size_description I-party_size_description I-party_size_description O B-cuisine O O O B-restaurant_type,BookRestaurant,1
9331,what is the forecast for close to texas,O O O O O B-spatial_relation O B-state,GetWeather,2
9332,add this raffaele riefoli tune to deathcore,O O B-artist I-artist B-music_item O B-playlist,AddToPlaylist,0
9333,find shanghaï express,O B-movie_name I-movie_name,SearchScreeningEvent,6
9334,will it be warm 1 week from now in dc,O O O B-condition_temperature B-timeRange I-timeRange I-timeRange I-timeRange O B-state,GetWeather,2
9335,add this tune to rock save the queen,O O B-music_item O B-playlist I-playlist I-playlist I-playlist,AddToPlaylist,0
9336,add chrome reflection to my throwback thursday playlist,O B-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist O,AddToPlaylist,0
9337,rate this textbook a three,O B-object_select B-object_type O B-rating_value,RateBook,4
9338,i want to hear something from the nineties by alissa musto on groove shark,O O O O O O O B-year O B-artist I-artist O B-service I-service,PlayMusic,3
9339,book a top-rated osteria seven weeks from now,O O B-sort B-restaurant_type B-timeRange I-timeRange I-timeRange I-timeRange,BookRestaurant,1
9340,show me the movie haunted spooks,O O O B-object_type B-object_name I-object_name,SearchCreativeWork,5
9341,i need a table in one hour from now at somewhere not far from la,O O O O B-timeRange I-timeRange I-timeRange O O O O B-spatial_relation I-spatial_relation O B-state,BookRestaurant,1
9342,give one point to compendium of analytical nomenclature,O B-rating_value O O B-object_name I-object_name I-object_name I-object_name,RateBook,4
9343,find me the novel london has fallen,O O O B-object_type B-object_name I-object_name I-object_name,SearchCreativeWork,5
9344,restaurant near in town uses in two years,B-restaurant_type B-spatial_relation B-poi I-poi O B-timeRange I-timeRange I-timeRange,BookRestaurant,1
9345,show creative book named pencil thin mustache,O O B-object_type O B-object_name I-object_name I-object_name,SearchCreativeWork,5
9346,can you play some synthpop music on youtube,O O O O B-genre O O B-service,PlayMusic,3
9347,what is the poland forecast for next january,O O O B-country O O B-timeRange I-timeRange,GetWeather,2
9348,play music on groove shark,O O O B-service I-service,PlayMusic,3
9349,play the music of tupac shakur,O O O O B-artist I-artist,PlayMusic,3
9350,book for five in georgia at the coffee bean & tea leaf,O O B-party_size_number O B-state O B-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name,BookRestaurant,1
9351,play my madrugando playlist on groove shark,O O B-playlist O O B-service I-service,PlayMusic,3
9352,will there be a blizzard in neighboring niobrara valley preserve,O O O O B-condition_description O B-spatial_relation B-geographic_poi I-geographic_poi I-geographic_poi,GetWeather,2
9353,i want to hear richard falomir s best song on pandora,O O O O B-artist I-artist O B-sort B-music_item O B-service,PlayMusic,3
9354,add out of the air to my a mis niños de 30 playlist,O B-entity_name I-entity_name I-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist I-playlist I-playlist I-playlist O,AddToPlaylist,0
9355,can you add a eviatar banai album to my tgif playlist,O O O O B-artist I-artist B-music_item O B-playlist_owner B-playlist O,AddToPlaylist,0
9356,include pat smear on guest list engadget,O B-artist I-artist O B-playlist I-playlist I-playlist,AddToPlaylist,0
9357,give this current essay a 3 out of 6,O O B-object_select B-object_type O B-rating_value O O B-best_rating,RateBook,4
9358,what time is high schools playing,O O O B-movie_name I-movie_name O,SearchScreeningEvent,6
9359,play short walk on a long pier on slacker,O B-album I-album I-album I-album I-album I-album O B-service,PlayMusic,3
9360,what s the weather forecast for wisconsin,O O O O O O B-state,GetWeather,2
9361,what time is unholy women playing,O O O B-movie_name I-movie_name O,SearchScreeningEvent,6
9362,put artist emre aydin on happy birthday playlist,O B-music_item B-artist I-artist O B-playlist I-playlist O,AddToPlaylist,0
9363,what is the movie schedule for animated movies playing close by,O O O B-object_type I-object_type O B-movie_type I-movie_type O B-spatial_relation I-spatial_relation,SearchScreeningEvent,6
9364,can you find the television show manifesto of nevermore,O O O O B-object_type I-object_type B-object_name I-object_name I-object_name,SearchCreativeWork,5
9365,find history of north dakota a tv series,O B-object_name I-object_name I-object_name I-object_name O B-object_type I-object_type,SearchCreativeWork,5
9366,play some music from victor kunonga,O O O O B-artist I-artist,PlayMusic,3
9367,put this artist on instrumental study playlist,O O B-music_item O B-playlist I-playlist O,AddToPlaylist,0
9368,find the show the sword of the lictor,O O B-object_type B-object_name I-object_name I-object_name I-object_name I-object_name,SearchCreativeWork,5
9369,what will the weather be in in,O O O O O O B-state,GetWeather,2
9370,please make a restaurant reservation for somewhere in mondovi connecticut,O O O B-restaurant_type O O O O B-city B-state,BookRestaurant,1
9371,let me hear an ep from the thirties era of music,O O O O B-music_item O O B-year O O O,PlayMusic,3
9372,where is shake your powder puff playing,O O B-movie_name I-movie_name I-movie_name I-movie_name O,SearchScreeningEvent,6
9373,where to buy book charlie countryman deve morire,O O O B-object_type B-object_name I-object_name I-object_name I-object_name,SearchCreativeWork,5
9374,book a restaurant in goshenville pr for october 16 2038,O O B-restaurant_type O B-city B-state O B-timeRange I-timeRange I-timeRange,BookRestaurant,1
9375,play the top-10 chant by caetano veloso on pandora,O O B-sort B-music_item O B-artist I-artist O B-service,PlayMusic,3
9376,play top-ten eighties song,O B-sort B-year B-music_item,PlayMusic,3
9377,i d like to hear music from 1951 preferably a soundtrack,O O O O O O O B-year O O B-music_item,PlayMusic,3
9378,make me a reservation at taverna in a smoking room,O O O O O B-restaurant_type O O B-facility I-facility,BookRestaurant,1
9379,book reservations at a faraway restaurant in newtown at meal time,O O O O B-spatial_relation B-restaurant_type O B-poi O B-timeRange O,BookRestaurant,1
9380,book a highly rated coffeehouse for four people,O O B-sort I-sort B-restaurant_type O B-party_size_number O,BookRestaurant,1
9381,book a reservation at a restaurant with me matilda and deana,O O O O O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description I-party_size_description,BookRestaurant,1
9382,play some avantgarde music on netflix,O O B-genre O O B-service,PlayMusic,3
9383,i want to listen to my spain top 50 playlist on groove shark,O O O O O O B-playlist I-playlist I-playlist O O B-service I-service,PlayMusic,3
9384,what animated movies are at dipson theatres,O B-movie_type I-movie_type O O B-location_name I-location_name,SearchScreeningEvent,6
9385,book the fashion café for elevenses,O O B-restaurant_name I-restaurant_name O B-timeRange,BookRestaurant,1
9386,what movies are currently at star theatres,O B-movie_type O O O B-location_name I-location_name,SearchScreeningEvent,6
9387,play me the best charles neidich song,O O O B-sort B-artist I-artist B-music_item,PlayMusic,3
9388,use deezer to play music by kimberley walsh,O B-service O O O O B-artist I-artist,PlayMusic,3
9389,please book a uncommon grounds coffeehouse restaurant,O O O B-restaurant_name I-restaurant_name I-restaurant_name B-restaurant_type,BookRestaurant,1
9390,play my still got the blues playlist,O O B-playlist I-playlist I-playlist I-playlist O,PlayMusic,3
9391,play a record from 1982,O O B-music_item O B-year,PlayMusic,3
9392,find half cut tea,O B-object_name I-object_name I-object_name,SearchCreativeWork,5
9393,book a spot at a highly rated pub in woodston,O O O O O B-sort I-sort B-restaurant_type O B-city,BookRestaurant,1
9394,what is the weather forecast for garrison,O O O O O O B-city,GetWeather,2
9395,give 1 out of 6 points to revolution world,O B-rating_value O O B-best_rating B-rating_unit O B-object_name I-object_name,RateBook,4
9396,give five out of 6 stars to current essay,O B-rating_value O O B-best_rating B-rating_unit O B-object_select B-object_type,RateBook,4
9397,find animated movies at caribbean cinemas,O B-movie_type I-movie_type O B-location_name I-location_name,SearchScreeningEvent,6
9398,look up the adventure of the blue carbuncle,O O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name,SearchCreativeWork,5
9399,list movies at imax corporation,O B-movie_type O B-location_name I-location_name,SearchScreeningEvent,6
9400,show the animated movies playing at consolidated theatres,O O B-movie_type I-movie_type O O B-location_name I-location_name,SearchScreeningEvent,6
9401,want to know the hot weather situation in netherlands december 4,O O O O B-condition_temperature O O O B-country B-timeRange I-timeRange,GetWeather,2
9402,rate this album five out of 6 stars,O B-object_select B-object_type B-rating_value O O B-best_rating B-rating_unit,RateBook,4
9403,can you please find me d r e a m,O O O O O B-object_name I-object_name I-object_name I-object_name I-object_name,SearchCreativeWork,5
9404,what is the temperature for montserrat on sep the fourth 2024,O O O O O B-country O B-timeRange I-timeRange I-timeRange I-timeRange,GetWeather,2
9405,can you find me reservations for this morning at a restaurant that serves stracciatella,O O O O O O O B-timeRange O O B-restaurant_type O O B-served_dish,BookRestaurant,1
9406,book a reservation for 8 at a restaurant that serves chicken fried bacon in aruba,O O O O B-party_size_number O O B-restaurant_type O O B-served_dish I-served_dish I-served_dish O B-country,BookRestaurant,1
9407,what is the forecast for this fall in lesotho,O O O O O B-timeRange I-timeRange O B-country,GetWeather,2
9408,i need a reservation for four minutes from now for 3 people in the falkland islands,O O O O O B-timeRange I-timeRange I-timeRange I-timeRange O B-party_size_number O O O B-country I-country,BookRestaurant,1
9409,rate the breaking point a three,O B-object_name I-object_name I-object_name O B-rating_value,RateBook,4
9410,give conan the buccaneer 5 of 6 points,O B-object_name I-object_name I-object_name B-rating_value O B-best_rating B-rating_unit,RateBook,4
9411,play a sound track from 1952,O O B-music_item I-music_item O B-year,PlayMusic,3
9412,me and robin need reservations for somewhere in palau,B-party_size_description I-party_size_description I-party_size_description O O O O O B-state,BookRestaurant,1
9413,add the current artist to my sxsw latin,O O O B-music_item O B-playlist_owner B-playlist I-playlist,AddToPlaylist,0
9414,use deezer to play top five moya brennan,O B-service O O B-sort I-sort B-artist I-artist,PlayMusic,3
9415,find the digital champ: battle boxing,O O B-object_name I-object_name I-object_name I-object_name,SearchCreativeWork,5
9416,what s the weather here in 52 and a half weeks,O O O O B-current_location B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,GetWeather,2
9417,i would like to book a restaurant in lebanon,O O O O O O B-restaurant_type O B-country,BookRestaurant,1
9418,find the coffin,O B-object_name I-object_name,SearchCreativeWork,5
9419,book the best cafe on jan 18th 2035,O O B-sort B-restaurant_type O B-timeRange I-timeRange I-timeRange,BookRestaurant,1
9420,show weather forecast nearby elk city state park,O O O B-spatial_relation B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi,GetWeather,2
9421,listen to ballad songs from the twenties,O O B-music_item O O O B-year,PlayMusic,3
9422,what animated movies are at pacific theatres,O B-movie_type I-movie_type O O B-location_name I-location_name,SearchScreeningEvent,6
9423,will it be overcast in luxembourg in fourteen seconds,O O O B-condition_description O B-country B-timeRange I-timeRange I-timeRange,GetWeather,2
9424,find a reservation at sunset at a gastropub for 2 people,O O O O B-timeRange O O B-restaurant_type O B-party_size_number O,BookRestaurant,1
9425,will it be nice here and in the same area,O O O O B-current_location O B-spatial_relation I-spatial_relation I-spatial_relation I-spatial_relation,GetWeather,2
9426,when will the blonde ambition be playing,O O O B-movie_name I-movie_name O O,SearchScreeningEvent,6
9427,will it be warmer at 2 pm at the ak-suu complex nature reserve,O O O B-condition_temperature O B-timeRange I-timeRange O O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi,GetWeather,2
9428,add the name x forza e x amore to the playlist musica española 2017,O O O B-entity_name I-entity_name I-entity_name I-entity_name I-entity_name O O O B-playlist I-playlist I-playlist,AddToPlaylist,0
9429,will there be sun in the manassas national battlefield park,O O O B-condition_description O O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi,GetWeather,2
9430,play songs by naomi schemer,O O O B-artist I-artist,PlayMusic,3
9431,is it going to be hot here in 8 years,O O O O O B-condition_temperature B-current_location B-timeRange I-timeRange I-timeRange,GetWeather,2
9432,which films are playing at the closest cinema,O B-movie_type O O O O B-spatial_relation B-object_location_type,SearchScreeningEvent,6
9433,play some techno,O O B-genre,PlayMusic,3
9434,i want to see some movies in a b&b theatres,O O O O O B-movie_type O O B-location_name I-location_name,SearchScreeningEvent,6
9435,book a restaurant in indiana for me violet and dianne,O O B-restaurant_type O B-state O B-party_size_description I-party_size_description I-party_size_description I-party_size_description,BookRestaurant,1
9436,give zero points out of 6 to the devil in a forest,O B-rating_value B-rating_unit O O B-best_rating O B-object_name I-object_name I-object_name I-object_name I-object_name,RateBook,4
9437,book the electric banana in ewen for crystal and brittney,O B-restaurant_name I-restaurant_name I-restaurant_name O B-city O B-party_size_description I-party_size_description I-party_size_description,BookRestaurant,1
9438,book a pub for two on jan first 2037,O O B-restaurant_type O B-party_size_number O B-timeRange I-timeRange I-timeRange,BookRestaurant,1
9439,add this peter iwers album to my ntc gym strong,O O B-artist I-artist B-music_item O B-playlist_owner B-playlist I-playlist I-playlist,AddToPlaylist,0
9440,give the spirit house a 4 out of 6,O B-object_name I-object_name I-object_name O B-rating_value O O B-best_rating,RateBook,4
9441,what s the weather forecast for 3 hours from now at christmas island,O O O O O O B-timeRange I-timeRange I-timeRange I-timeRange O B-country I-country,GetWeather,2
9442,i give a rating of four to this textbook,O O O O O B-rating_value O B-object_select B-object_type,RateBook,4
9443,rate this book a four,O B-object_select B-object_type O B-rating_value,RateBook,4
9444,play a new song from the seventies,O O B-sort B-music_item O O B-year,PlayMusic,3
9445,play me a 1957 ep,O O O B-year B-music_item,PlayMusic,3
9446,open vimeo and play lee mellor good songs,O B-service O O B-artist I-artist B-sort O,PlayMusic,3
9447,can you help me find a picture called olympia 1974,O O O O O O B-object_type O B-object_name I-object_name,SearchCreativeWork,5
9448,add the artist w g snuffy walden to my billboard latin music awards finalists playlist,O O B-music_item B-artist I-artist I-artist I-artist O B-playlist_owner B-playlist I-playlist I-playlist I-playlist I-playlist O,AddToPlaylist,0
9449,rate shadow of night a 1,O B-object_name I-object_name I-object_name O B-rating_value,RateBook,4
9450,i want to watch fist of the north star 1 minute from now,O O O O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name B-timeRange I-timeRange I-timeRange I-timeRange,SearchScreeningEvent,6
9451,can i rate the current textbook three to 6 stars,O O O O B-object_select B-object_type B-rating_value O B-best_rating B-rating_unit,RateBook,4
9452,play the song domino by luca turilli,O O B-music_item B-track O B-artist I-artist,PlayMusic,3
9453,book a spot for me and my great grandfather at a brasserie with a pool at 7 am,O O O O B-party_size_description I-party_size_description I-party_size_description I-party_size_description I-party_size_description O O B-restaurant_type O O B-facility O B-timeRange I-timeRange,BookRestaurant,1
9454,add a tune to this is wagner,O O B-music_item O B-playlist I-playlist I-playlist,AddToPlaylist,0
9455,will it be nice now in norway,O O O O B-timeRange O B-country,GetWeather,2
9456,find an album called preminchi choodu,O O B-object_type O B-object_name I-object_name,SearchCreativeWork,5
9457,show me the only the strong survive photograph,O O O B-object_name I-object_name I-object_name I-object_name B-object_type,SearchCreativeWork,5
9458,will it be chilly around kingsley common on jan 9,O O O B-condition_temperature B-spatial_relation B-geographic_poi I-geographic_poi O B-timeRange I-timeRange,GetWeather,2
9459,find me third man on the mountain at a cinema,O O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O O B-object_location_type,SearchScreeningEvent,6
9460,i want to go see a troll in central park,O O O O O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name,SearchScreeningEvent,6
9461,play oliver on pandora,O B-track O B-service,PlayMusic,3
9462,play 1952 yusef lateef on netflix,O B-year B-artist I-artist O B-service,PlayMusic,3
9463,add a track to the el mejor pop en español playlist,O O B-music_item O O B-playlist I-playlist I-playlist I-playlist I-playlist O,AddToPlaylist,0
9464,i want to hear some of david gilmour s music from 1973,O O O O O O B-artist I-artist O O O B-year,PlayMusic,3
9465,i need a reservation for january 9 at a restaurant that serves souvlaki nearby cypress av for a party of 1,O O O O O B-timeRange I-timeRange O O B-restaurant_type O O B-served_dish B-spatial_relation B-poi I-poi O O O O B-party_size_number,BookRestaurant,1
9466,rate the book of three a five,O B-object_name I-object_name I-object_name I-object_name O B-rating_value,RateBook,4
9467,rate the book the nightmare lands 0 out of 6 stars,O O B-object_type B-object_name I-object_name I-object_name B-rating_value O O B-best_rating B-rating_unit,RateBook,4
9468,play gary chapman music from the fifties,O B-artist I-artist O O O B-year,PlayMusic,3
9469,give this essay 4 points,O B-object_select B-object_type B-rating_value B-rating_unit,RateBook,4
9470,which is the nearest cinema showing a cooler climate that starts now,O O O B-spatial_relation B-object_location_type O B-movie_name I-movie_name I-movie_name O O B-timeRange,SearchScreeningEvent,6
9471,book a restaurant 163 days from now,O O B-restaurant_type B-timeRange I-timeRange I-timeRange I-timeRange,BookRestaurant,1
9472,will it be freezing in new preston venezuela,O O O B-condition_temperature O B-city I-city B-country,GetWeather,2
9473,what is the weather forecast in spaulding morocco,O O O O O O B-city B-country,GetWeather,2
9474,book in ukraine at a highly rated restaurant,O O B-country O O B-sort I-sort B-restaurant_type,BookRestaurant,1
9475,add dimitri fampas s song to my focus now,O B-artist I-artist O B-music_item O B-playlist_owner B-playlist I-playlist,AddToPlaylist,0
9476,book a spot at a pub with tatar in cambodia,O O O O O B-restaurant_type O B-cuisine O B-country,BookRestaurant,1
9477,i would give the northern reaches a rating of one,O O O B-object_name I-object_name I-object_name O O O B-rating_value,RateBook,4
9478,find time for the thirty nine steps,O O O B-movie_name I-movie_name I-movie_name I-movie_name,SearchScreeningEvent,6
9479,will there be a blizzard in saudi arabia around 2 o clock,O O O O B-condition_description O B-country I-country B-spatial_relation B-timeRange I-timeRange I-timeRange,GetWeather,2
9480,find all jets are gonna fall today saga,O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name B-object_type,SearchCreativeWork,5
9481,play me music by whip with zvooq,O O O O B-artist O B-service,PlayMusic,3
9482,add tune to my this is john williams playlist,O B-music_item O B-playlist_owner B-playlist I-playlist I-playlist I-playlist O,AddToPlaylist,0
9483,please get me the aion show,O O O O B-object_name B-object_type,SearchCreativeWork,5
9484,what s the weather like in boca raton ia,O O O O O O B-city I-city B-state,GetWeather,2
9485,find the movie times for north american cinemas,O O B-object_type I-object_type O B-location_name I-location_name I-location_name,SearchScreeningEvent,6
9486,find me royal astronomy,O O B-object_name I-object_name,SearchCreativeWork,5
9487,i need a restaurant now for a party of ten,O O O B-restaurant_type B-timeRange O O O O B-party_size_number,BookRestaurant,1
9488,rate the current essay 4 out of 6,O O B-object_select B-object_type B-rating_value O O B-best_rating,RateBook,4
9489,where is they always return at dawn playing,O O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O,SearchScreeningEvent,6
9490,i need to book a restaurant that serves sundanese in bonaire for 7,O O O O O B-restaurant_type O O B-cuisine O B-country O B-party_size_number,BookRestaurant,1
9491,play me some max martin on lastfm,O O O B-artist I-artist O B-service,PlayMusic,3
9492,show creativity of saga frontier marshal,O O O B-object_type B-object_name I-object_name,SearchCreativeWork,5
9493,find movie schedules for arclight hollywood,O B-object_type I-object_type O B-location_name I-location_name,SearchScreeningEvent,6
9494,in wynnedale ak will it blizzard,O B-city B-state O O B-condition_description,GetWeather,2
9495,add volver to my pop gaming playlist,O B-entity_name O B-playlist_owner B-playlist I-playlist O,AddToPlaylist,0
9496,add funtwo to disco fever track,O B-artist O B-playlist I-playlist B-music_item,AddToPlaylist,0
9497,is a tree grows in brooklyn playing in one hour,O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O B-timeRange I-timeRange I-timeRange,SearchScreeningEvent,6
9498,what is the weather forecast in country club heights,O O O O O O B-city I-city I-city,GetWeather,2
9499,book a restaurant faraway from rwanda for two,O O B-restaurant_type B-spatial_relation O B-country O B-party_size_number,BookRestaurant,1
9500,book a reservation for my parents and i at red crown tourist court in slovakia,O O O O B-party_size_description I-party_size_description I-party_size_description I-party_size_description O B-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name O B-country,BookRestaurant,1
